# Digested data for dctcp_pool_p1_w4 experiment, run at 2026-04-21 01:33:05.991276
# Averaged across 1 repeated sample(s)
# length  cum_frac  samples     p50      p99     p999   s50    s99    s999
      72  0.004322      666 18523.4 909985.6 1752545.8 1117.1 55137.5 106927.7
     119  0.009890      858 19402.3 822871.2 1582214.5 1213.4 51493.8 98950.3
     199  0.014692      740 19153.2 777416.9 1955479.5 1203.5 49196.1 122600.6
     222  0.018040      516 19047.3 717657.3 2205265.5 1217.1 45856.7 140911.5
     232  0.023017      767 18436.9 772644.7 1033748.6 1174.3 49213.0 66393.6
     243  0.028196      798 19406.8 522620.1 1431261.4 1255.4 33782.8 92518.5
     254  0.033446      809 18340.6 371550.4 1040448.6 1189.2 24002.0 67737.5
     265  0.038702      810 18361.1 637138.3 1304846.2 1203.4 41861.9 84346.9
     279  0.044367      873 18473.5 831080.6 1403771.7 1206.6 53861.3 92171.5
     288  0.047644      505 18151.5 564083.7 2069155.1 1181.0 36700.3 134623.0
     297  0.050973      513 19320.9 409130.8 967767.3 1262.0 26723.1 63211.5
     303  0.060551     1476 18522.2 760556.6 1126106.3 1217.0 49970.9 73988.6
     305  0.068578     1237 18633.9 970127.8 1545707.8 1210.8 63036.2 100435.9
     308  0.076865     1277 18880.0 666978.1 1141679.0 1233.2 43564.9 74570.8
     310  0.085554     1339 19150.7 729950.4 1216137.8 1253.3 47771.6 79590.2
     313  0.093925     1290 18773.7 767558.4 1143657.5 1221.5 49938.7 74408.4
     315  0.102563     1331 19526.1 561698.1 1234362.5 1271.2 36568.9 80362.1
     318  0.111420     1365 19373.4 615189.4 1265927.5 1270.4 40340.3 83011.6
     321  0.120097     1337 19162.2 747103.5 1283616.8 1248.4 48671.2 83623.2
     323  0.128818     1344 19187.3 723470.1 1225039.1 1233.9 46525.4 78780.6
     326  0.137189     1290 19237.5 811223.0 1711297.9 1254.9 52917.4 111630.7
     331  0.143996     1049 18573.6 640007.5 1292220.6 1209.2 41667.2 84128.9
     335  0.150499     1002 18924.6 737190.0 1047447.2 1217.0 47407.7 67359.9
     340  0.157423     1067 18482.8 592087.8 1112301.7 1200.2 38447.3 72227.4
     345  0.163983     1011 18580.5 569571.8 931182.8 1214.4 37226.9 60861.6
     350  0.170174      954 17894.1 711759.0 1608601.7 1144.1 45508.9 102851.8
     355  0.177098     1067 18302.8 770119.2 1695828.3 1186.2 49910.5 109904.6
     360  0.183237      946 18422.5 541853.3 1992680.2 1187.8 34935.7 128477.1
     365  0.189609      982 18875.4 808868.9 2044706.4 1225.7 52524.0 132773.1
     371  0.195852      962 19356.4 715132.2 1741999.2 1251.2 46227.0 112605.0
     376  0.202380     1006 18461.5 729868.9 1347411.0 1188.8 46997.4 86761.8
     385  0.206202      589 19636.2 819960.0 1561997.8 1261.2 52662.8 100321.0
     395  0.209765      549 18886.8 838532.7 1057821.6 1206.1 53546.2 67549.3
     405  0.213723      610 18489.2 599002.6 1825413.1 1199.0 38845.8 118379.6
     415  0.217461      576 19373.8 692704.1 1506137.8 1249.1 44661.8 97107.5
     425  0.221686      651 18724.5 583819.6 1127215.2 1215.1 37885.8 73148.3
     430  0.225884      647 19212.6 630157.3 1439185.8 1245.1 40839.7 93271.9
     435  0.229934      624 19783.0 806673.2 1594527.2 1284.6 52381.4 103540.7
     441  0.233963      621 18406.5 595480.2 803155.1 1189.0 38467.7 51883.4
     446  0.238123      641 20031.0 811083.6 1695640.9 1289.8 52226.9 109184.9
     452  0.242536      680 18829.3 487104.7 2046591.9 1229.1 31795.3 133589.6
     457  0.246916      675 18624.8 788562.3 916795.3 1209.4 51205.3 59532.2
     463  0.250881      611 18336.5 639261.2 1113188.5 1187.6 41402.9 72097.7
     468  0.255112      652 19329.2 643450.1 1475392.1 1255.1 41782.5 95804.7
