# Estimated Retransmitted Segments by Message Length for dctcp_static_load_aware_w4 (DCTCP + Static Scheduler + Load-Aware (20 us))
# Values are estimated by distributing aggregate TCP/IP events
# across message-length buckets in proportion to estimated
# packet counts per bucket.
# aggregate_retrans_segments 399144
# length  cum_frac  messages  est_packets  est_events
   40382  0.741409     4038     109026.0     966.542
   41214  0.745068     3979     111412.0     987.695
   42062  0.748777     4034     116986.0    1037.110
   42928  0.752532     4084     118436.0    1049.964
   43811  0.756238     4030     120900.0    1071.808
   44531  0.760146     4250     127500.0    1130.319
   45079  0.764229     4441     137671.0    1220.487
   45634  0.768364     4497     139407.0    1235.878
   46195  0.772456     4450     137950.0    1222.961
   46763  0.776563     4467     142944.0    1267.234
   47435  0.782376     6322     202304.0    1793.475
   47823  0.786172     4128     132096.0    1171.064
   48215  0.789987     4150     136950.0    1214.096
   48609  0.793665     4000     132000.0    1170.213
   49007  0.797348     4005     132165.0    1171.675
   49408  0.801136     4120     135960.0    1205.319
   49813  0.805025     4229     143786.0    1274.698
   50221  0.808790     4095     139230.0    1234.308
   50632  0.812431     3960     134640.0    1193.617
   51046  0.816158     4053     141855.0    1257.580
   55381  0.819105     3205     118585.0    1051.285
   60084  0.821966     3112     127592.0    1131.135
   64132  0.825398     3732     160476.0    1422.659
   66528  0.828219     3069     138105.0    1224.335
   69014  0.830947     2966     139402.0    1235.833
   71156  0.833696     2990     143520.0    1272.340
   72473  0.836533     3085     151165.0    1340.115
   73814  0.839334     3047     152350.0    1350.620
   75180  0.842134     3045     155295.0    1376.729
   75795  0.845181     3314     169014.0    1498.351
   76416  0.848100     3174     161874.0    1435.053
   77041  0.851054     3213     167076.0    1481.170
   77672  0.854007     3212     167024.0    1480.709
   78307  0.856998     3253     172409.0    1528.448
   78948  0.859958     3219     170607.0    1512.473
   79595  0.862931     3233     174582.0    1547.713
   80246  0.865907     3237     174798.0    1549.628
   80903  0.868880     3233     174582.0    1547.713
   81565  0.871835     3214     176770.0    1567.110
   85305  0.875134     3588     204516.0    1813.085
   89216  0.878471     3629     217740.0    1930.319
   93306  0.881736     3551     223713.0    1983.271
   97584  0.885105     3664     241824.0    2143.830
  102058  0.888401     3585     247365.0    2192.952
  105871  0.891166     3007     213497.0    1892.704
  109826  0.893963     3042     225108.0    1995.638
  113929  0.896831     3119     237044.0    2101.454
  118669  0.899678     3096     247680.0    2195.744
  123857  0.902447     3012     249996.0    2216.276
  129272  0.905279     3080     267960.0    2375.532
  135199  0.908113     3082     280462.0    2486.365
  141975  0.910815     2938     279110.0    2474.379
  149091  0.913610     3040     304000.0    2695.035
  156563  0.916415     3051     320355.0    2840.026
  164410  0.919194     3022     332420.0    2946.986
  172651  0.921982     3032     351712.0    3118.014
  181304  0.924706     2963     358523.0    3178.395
  189618  0.927365     2892     367284.0    3256.064
  197911  0.930293     3184     420288.0    3725.957
  206566  0.933079     3030     418140.0    3706.915
  215160  0.935793     2952     425088.0    3768.510
  223195  0.938603     3056     455344.0    4036.737
  231530  0.941379     3019     467945.0    4148.448
  240177  0.944256     3129     503769.0    4466.037
  253761  0.946965     2946     500820.0    4439.893
  268113  0.949763     3043     544697.0    4828.874
  283277  0.952603     3089     583821.0    5175.718
  318166  0.955381     3021     643473.0    5704.547
  368444  0.958138     2998     737508.0    6538.191
  426666  0.960902     3006     856710.0    7594.946
  514641  0.963908     3269    1124536.0    9969.290
  643946  0.966664     2998    1289140.0   11428.545
  792711  0.969606     3199    1692271.0   15002.401
  940700  0.972171     2790    1752120.0   15532.977
 1000000  1.000000    30266   20187422.0  178966.492
